3,0.00100000000000000002,1024,8,1,4,8,3,3,7,3,0.117599999999999996,0.201899999999999996,0.0711999999999999994,0.157900000000000013,0.0550000000000000003,0.156900000000000012,0.0446000000000000008,0.0987999999999999989,0.0297000000000000007,0.0864999999999999936,0.0296000000000000013,0.0749999999999999972,0.0200000000000000004,0.0646000000000000046,0.0202999999999999986,0.0594000000000000014,0.0156999999999999987,0.0534999999999999989,0.0161999999999999991,0.0514999999999999972,0.00519999999999999976,0.0258
1,0.100000000000000006,1024,8,16,16,4,3,5,5,7,0.082400000000000001,0.137300000000000005,0.076100000000000001,0.108700000000000005,0.0667999999999999983,0.0995000000000000051,0.0709999999999999937,0.102099999999999996,0.0646999999999999936,0.0948999999999999982,0.0671000000000000069,0.0969,0.0637999999999999956,0.0926000000000000018,0.0647999999999999965,0.0932000000000000051,0.0630000000000000004,0.0908000000000000057,0.0628999999999999976,0.0902000000000000024,0.0601999999999999966,0.081500000000000003
3,0.100000000000000006,1024,4,8,4,1,5,5,7,5,19771.8251999999993,25.6358999999999995,0.111399999999999999,0.13020000000000001,0.112299999999999997,0.131000000000000005,0.111399999999999999,0.13020000000000001,0.112000000000000002,0.130599999999999994,0.111399999999999999,0.13020000000000001,0.1124,0.131000000000000005,0.111399999999999999,0.13020000000000001,0,0,0,0,0.114000000000000004,0.132500000000000007
3,0.0500000000000000028,128,4,16,16,1,3,5,3,7,0.111699999999999994,0.130299999999999999,0.111399999999999999,0.13020000000000001,0.112299999999999997,0.131000000000000005,0.111399999999999999,0.13020000000000001,0.112299999999999997,0.130899999999999989,0.111399999999999999,0.13020000000000001,0.112199999999999994,0.1308,0.111399999999999999,0.13020000000000001,0,0,0,0,0.114000000000000004,0.132500000000000007
3,0.100000000000000006,1024,1,16,1,4,5,5,7,3,49.1037999999999997,1.52899999999999991,0.107200000000000004,0.150499999999999995,0.107999999999999999,0.15179999999999999,0.107200000000000004,0.15129999999999999,0.107800000000000007,0.151700000000000002,0.107200000000000004,0.150299999999999989,0.107899999999999996,0.151700000000000002,0.107200000000000004,0.151900000000000007,0.107600000000000001,0.151499999999999996,0.107200000000000004,0.151100000000000012,0.109600000000000003,0.153400000000000009
2,0.00100000000000000002,32,16,16,1,4,3,3,3,7,0.0701999999999999985,0.120200000000000001,0.0194000000000000006,0.0618999999999999967,0.0178999999999999992,0.0585000000000000034,0.0149999999999999994,0.0514999999999999972,0.0145000000000000007,0.0502999999999999975,0.0131999999999999999,0.0466999999999999985,0.0129,0.046199999999999998,0.0120000000000000002,0.0439000000000000015,0.0117999999999999997,0.043499999999999997,0.0111999999999999999,0.041700000000000001,0.00459999999999999992,0.0241999999999999993
2,0.0100000000000000002,1024,4,1,4,1,5,5,7,5,0.0956999999999999934,0.16389999999999999,0.067000000000000004,0.1187,0.0473999999999999977,0.111899999999999999,0.0432999999999999982,0.0900999999999999995,0.0294999999999999984,0.081500000000000003,0.0290000000000000015,0.0719999999999999946,0.0214999999999999983,0.0657999999999999974,0.0214999999999999983,0.0621000000000000024,0.0178999999999999992,0.058900000000000001,0.0177999999999999999,0.0563999999999999987,0.00889999999999999993,0.0386999999999999983
2,0.0100000000000000002,1024,1,16,1,16,3,7,7,5,0.0884999999999999953,0.143300000000000011,0.0664000000000000007,0.120499999999999996,0.0527999999999999997,0.113400000000000001,0.0492999999999999966,0.106700000000000003,0.0388000000000000012,0.0992999999999999994,0.0383000000000000007,0.0946000000000000035,0.0316000000000000031,0.0888000000000000039,0.0282999999999999988,0.0830999999999999933,0.0244000000000000015,0.0792000000000000065,0.0235000000000000001,0.0743000000000000049,0.0100000000000000002,0.0405999999999999972
1,0.00100000000000000002,32,8,1,8,16,3,3,7,5,0.106700000000000003,0.148499999999999993,0.101599999999999996,0.163300000000000001,0.101300000000000001,0.167300000000000004,0.0970000000000000029,0.1749,0.0961000000000000049,0.177600000000000008,0.092399999999999996,0.184599999999999986,0.0916000000000000009,0.186700000000000005,0.0874000000000000055,0.191200000000000009,0.0855999999999999955,0.191700000000000009,0.0786000000000000032,0.190299999999999997,0.0225999999999999986,0.0732000000000000012
2,0.00100000000000000002,128,8,16,4,16,7,5,3,7,0.0975000000000000033,0.152600000000000013,0.0718000000000000027,0.154999999999999999,0.0681999999999999967,0.147900000000000004,0.0601000000000000006,0.129000000000000004,0.0572000000000000008,0.123899999999999996,0.0495000000000000023,0.112100000000000005,0.047100000000000003,0.108100000000000002,0.0422000000000000014,0.0995999999999999941,0.0405000000000000013,0.0961000000000000049,0.037100000000000001,0.0889999999999999958,0.0225999999999999986,0.0732000000000000012
1,0.0100000000000000002,32,16,1,1,8,7,3,5,7,0.0643999999999999989,0.123100000000000001,0.0442999999999999991,0.0856999999999999984,0.0429000000000000006,0.0819000000000000006,0.0400000000000000008,0.0745999999999999996,0.0395000000000000004,0.0729000000000000065,0.0379000000000000031,0.0690999999999999948,0.0376999999999999974,0.0681999999999999967,0.0366000000000000006,0.0656999999999999945,0.0364999999999999977,0.0650000000000000022,0.0357999999999999985,0.0632999999999999952,0.0326999999999999999,0.0541999999999999982
2,0.0100000000000000002,32,4,8,16,4,5,7,7,5,0.0240999999999999999,0.0609999999999999987,0.00440000000000000027,0.0238000000000000017,0.00389999999999999982,0.0223999999999999998,0.00279999999999999997,0.0183999999999999997,0.00270000000000000014,0.0181000000000000015,0.00220000000000000013,0.0161999999999999991,0.00220000000000000013,0.0160999999999999997,0.00179999999999999995,0.0146999999999999995,0.0019,0.0148000000000000007,0.00169999999999999991,0.0138999999999999992,0.000645089999999999965,0.00830000000000000009
3,0.0500000000000000028,32,8,4,1,8,7,5,7,3,0.266699999999999993,0.144900000000000001,0.111399999999999999,0.13020000000000001,0.111899999999999999,0.130500000000000005,0.111399999999999999,0.13020000000000001,0.112000000000000002,0.130599999999999994,0.111399999999999999,0.13020000000000001,0.111899999999999999,0.130500000000000005,0.111399999999999999,0.13020000000000001,0,0,0,0,0.114000000000000004,0.132500000000000007
